query_id	chunk_id	relevance
q-026	chunk-025-18	1
q-026	chunk-025-19	1
q-027	chunk-026-00	1
q-027	chunk-026-01	1
q-027	chunk-026-02	1
q-027	chunk-026-03	1
q-027	chunk-026-04	1
q-027	chunk-026-05	1
q-027	chunk-026-06	1
q-027	chunk-026-07	1
q-027	chunk-026-08	1
q-027	chunk-026-09	1
q-027	chunk-026-10	1
q-027	chunk-026-11	1
q-027	chunk-026-12	1
q-027	chunk-026-13	1
q-027	chunk-026-14	1
q-027	chunk-026-15	1
q-027	chunk-026-16	1
q-027	chunk-026-17	1
q-027	chunk-026-18	1
q-027	chunk-026-19	1
q-028	chunk-027-00	1
q-028	chunk-027-01	1
q-028	chunk-027-02	1
q-028	chunk-027-03	1
q-028	chunk-027-04	1
q-028	chunk-027-05	1
q-028	chunk-027-06	1
q-028	chunk-027-07	1
q-028	chunk-027-08	1
q-028	chunk-027-09	1
q-028	chunk-027-10	1
q-028	chunk-027-11	1
q-028	chunk-027-12	1
q-028	chunk-027-13	1
q-028	chunk-027-14	1
q-028	chunk-027-15	1
q-028	chunk-027-16	1
q-028	chunk-027-17	1
q-028	chunk-027-18	1
q-028	chunk-027-19	1
q-029	chunk-028-00	1
q-029	chunk-028-01	1
q-029	chunk-028-02	1
q-029	chunk-028-03	1
q-029	chunk-028-04	1
q-029	chunk-028-05	1
q-029	chunk-028-06	1
q-029	chunk-028-07	1
q-029	chunk-028-08	1
q-029	chunk-028-09	1
q-029	chunk-028-10	1
q-029	chunk-028-11	1
q-029	chunk-028-12	1
q-029	chunk-028-13	1
q-029	chunk-028-14	1
q-029	chunk-028-15	1
q-029	chunk-028-16	1
q-029	chunk-028-17	1
q-029	chunk-028-18	1
q-029	chunk-028-19	1
q-030	chunk-029-00	1
q-030	chunk-029-01	1
q-030	chunk-029-02	1
q-030	chunk-029-03	1
q-030	chunk-029-04	1
q-030	chunk-029-05	1
q-030	chunk-029-06	1
q-030	chunk-029-07	1
q-030	chunk-029-08	1
q-030	chunk-029-09	1
q-030	chunk-029-10	1
q-030	chunk-029-11	1
q-030	chunk-029-12	1
q-030	chunk-029-13	1
q-030	chunk-029-14	1
q-030	chunk-029-15	1
q-030	chunk-029-16	1
q-030	chunk-029-17	1
q-030	chunk-029-18	1
q-030	chunk-029-19	1
q-031	chunk-030-00	1
q-031	chunk-030-01	1
q-031	chunk-030-02	1
q-031	chunk-030-03	1
q-031	chunk-030-04	1
q-031	chunk-030-05	1
q-031	chunk-030-06	1
q-031	chunk-030-07	1
q-031	chunk-030-08	1
q-031	chunk-030-09	1
q-031	chunk-030-10	1
q-031	chunk-030-11	1
q-031	chunk-030-12	1
q-031	chunk-030-13	1
q-031	chunk-030-14	1
q-031	chunk-030-15	1
q-031	chunk-030-16	1
q-031	chunk-030-17	1
q-031	chunk-030-18	1
q-031	chunk-030-19	1
q-032	chunk-031-00	1
q-032	chunk-031-01	1
q-032	chunk-031-02	1
q-032	chunk-031-03	1
q-032	chunk-031-04	1
q-032	chunk-031-05	1
q-032	chunk-031-06	1
q-032	chunk-031-07	1
q-032	chunk-031-08	1
q-032	chunk-031-09	1
q-032	chunk-031-10	1
q-032	chunk-031-11	1
q-032	chunk-031-12	1
q-032	chunk-031-13	1
q-032	chunk-031-14	1
q-032	chunk-031-15	1
q-032	chunk-031-16	1
q-032	chunk-031-17	1
q-032	chunk-031-18	1
q-032	chunk-031-19	1
q-033	chunk-032-00	1
q-033	chunk-032-01	1
q-033	chunk-032-02	1
q-033	chunk-032-03	1
q-033	chunk-032-04	1
q-033	chunk-032-05	1
q-033	chunk-032-06	1
q-033	chunk-032-07	1
q-033	chunk-032-08	1
q-033	chunk-032-09	1
q-033	chunk-032-10	1
q-033	chunk-032-11	1
q-033	chunk-032-12	1
q-033	chunk-032-13	1
q-033	chunk-032-14	1
q-033	chunk-032-15	1
q-033	chunk-032-16	1
q-033	chunk-032-17	1
q-033	chunk-032-18	1
q-033	chunk-032-19	1
q-034	chunk-033-01	1
q-034	chunk-033-05	1
q-034	chunk-033-09	1
q-034	chunk-033-13	1
q-034	chunk-033-17	1
q-034	chunk-033-21	1
q-034	chunk-033-25	1
q-034	chunk-033-29	1
q-034	chunk-033-33	1
q-034	chunk-033-37	1
q-034	chunk-033-41	1
q-034	chunk-033-45	1
q-034	chunk-033-49	1
q-035	chunk-034-00	1
q-035	chunk-034-01	1
q-035	chunk-034-02	1
q-035	chunk-034-03	1
q-035	chunk-034-04	1
q-035	chunk-034-05	1
q-035	chunk-034-06	1
q-035	chunk-034-07	1
q-035	chunk-034-08	1
q-035	chunk-034-09	1
q-035	chunk-034-10	1
q-035	chunk-034-11	1
q-035	chunk-034-12	1
q-035	chunk-034-13	1
q-035	chunk-034-14	1
q-035	chunk-034-15	1
q-035	chunk-034-16	1
q-035	chunk-034-17	1
q-035	chunk-034-18	1
q-035	chunk-034-19	1
q-036	chunk-035-00	1
q-036	chunk-035-01	1
q-036	chunk-035-02	1
q-036	chunk-035-03	1
q-036	chunk-035-04	1
q-036	chunk-035-05	1
q-036	chunk-035-06	1
q-036	chunk-035-07	1
q-036	chunk-035-08	1
q-036	chunk-035-09	1
q-036	chunk-035-10	1
q-036	chunk-035-11	1
q-036	chunk-035-12	1
q-036	chunk-035-13	1
q-036	chunk-035-14	1
q-036	chunk-035-15	1
q-036	chunk-035-16	1
q-036	chunk-035-17	1
q-036	chunk-035-18	1
q-036	chunk-035-19	1
q-037	chunk-036-00	1
q-037	chunk-036-01	1
q-037	chunk-036-02	1
q-037	chunk-036-03	1
q-037	chunk-036-04	1
q-037	chunk-036-05	1
q-037	chunk-036-06	1
q-037	chunk-036-07	1
q-037	chunk-036-08	1
q-037	chunk-036-09	1
q-037	chunk-036-10	1
q-037	chunk-036-11	1
q-037	chunk-036-12	1
q-037	chunk-036-13	1
q-037	chunk-036-14	1
q-037	chunk-036-15	1
q-037	chunk-036-16	1
q-037	chunk-036-17	1
q-037	chunk-036-18	1
q-037	chunk-036-19	1
q-038	chunk-037-00	1
q-038	chunk-037-01	1
q-038	chunk-037-02	1
q-038	chunk-037-03	1
q-038	chunk-037-04	1
q-038	chunk-037-05	1
q-038	chunk-037-06	1
q-038	chunk-037-07	1
q-038	chunk-037-08	1
q-038	chunk-037-09	1
q-038	chunk-037-10	1
q-038	chunk-037-11	1
q-038	chunk-037-12	1
q-038	chunk-037-13	1
q-038	chunk-037-14	1
q-038	chunk-037-15	1
q-038	chunk-037-16	1
q-038	chunk-037-17	1
q-038	chunk-037-18	1
q-038	chunk-037-19	1
q-039	chunk-038-00	1
q-039	chunk-038-01	1
q-039	chunk-038-02	1
q-039	chunk-038-03	1
q-039	chunk-038-04	1
q-039	chunk-038-05	1
q-039	chunk-038-06	1
q-039	chunk-038-07	1
q-039	chunk-038-08	1
q-039	chunk-038-09	1
q-039	chunk-038-10	1
q-039	chunk-038-11	1
q-039	chunk-038-12	1
q-039	chunk-038-13	1
q-039	chunk-038-14	1
q-039	chunk-038-15	1
q-039	chunk-038-16	1
q-039	chunk-038-17	1
q-039	chunk-038-18	1
q-039	chunk-038-19	1
q-040	chunk-039-00	1
q-040	chunk-039-01	1
q-040	chunk-039-02	1
q-040	chunk-039-03	1
q-040	chunk-039-04	1
q-040	chunk-039-05	1
q-040	chunk-039-06	1
q-040	chunk-039-07	1
q-040	chunk-039-08	1
q-040	chunk-039-09	1
q-040	chunk-039-10	1
q-040	chunk-039-11	1
q-040	chunk-039-12	1
q-040	chunk-039-13	1
q-040	chunk-039-14	1
q-040	chunk-039-15	1
q-040	chunk-039-16	1
q-040	chunk-039-17	1
q-040	chunk-039-18	1
q-040	chunk-039-19	1
q-041	chunk-040-00	1
q-041	chunk-040-01	1
q-041	chunk-040-02	1
q-041	chunk-040-03	1
q-041	chunk-040-04	1
q-041	chunk-040-05	1
q-041	chunk-040-06	1
q-041	chunk-040-07	1
q-041	chunk-040-08	1
q-041	chunk-040-09	1
q-041	chunk-040-10	1
q-041	chunk-040-11	1
q-041	chunk-040-12	1
q-041	chunk-040-13	1
q-041	chunk-040-14	1
q-041	chunk-040-15	1
q-041	chunk-040-16	1
q-041	chunk-040-17	1
q-041	chunk-040-18	1
q-041	chunk-040-19	1
q-042	chunk-041-01	1
q-042	chunk-041-05	1
q-042	chunk-041-09	1
q-042	chunk-041-13	1
q-042	chunk-041-17	1
q-042	chunk-041-21	1
q-042	chunk-041-25	1
q-042	chunk-041-29	1
q-042	chunk-041-33	1
q-042	chunk-041-37	1
q-042	chunk-041-41	1
q-042	chunk-041-45	1
q-042	chunk-041-49	1
q-043	chunk-042-00	1
q-043	chunk-042-01	1
q-043	chunk-042-02	1
q-043	chunk-042-03	1
q-043	chunk-042-04	1
q-043	chunk-042-05	1
q-043	chunk-042-06	1
q-043	chunk-042-07	1
q-043	chunk-042-08	1
q-043	chunk-042-09	1
q-043	chunk-042-10	1
q-043	chunk-042-11	1
q-043	chunk-042-12	1
q-043	chunk-042-13	1
q-043	chunk-042-14	1
q-043	chunk-042-15	1
q-043	chunk-042-16	1
q-043	chunk-042-17	1
q-043	chunk-042-18	1
q-043	chunk-042-19	1
q-044	chunk-043-00	1
q-044	chunk-043-01	1
q-044	chunk-043-02	1
q-044	chunk-043-03	1
q-044	chunk-043-04	1
q-044	chunk-043-05	1
q-044	chunk-043-06	1
q-044	chunk-043-07	1
q-044	chunk-043-08	1
q-044	chunk-043-09	1
q-044	chunk-043-10	1
q-044	chunk-043-11	1
q-044	chunk-043-12	1
q-044	chunk-043-13	1
q-044	chunk-043-14	1
q-044	chunk-043-15	1
q-044	chunk-043-16	1
q-044	chunk-043-17	1
q-044	chunk-043-18	1
q-044	chunk-043-19	1
q-045	chunk-044-00	1
q-045	chunk-044-01	1
q-045	chunk-044-02	1
q-045	chunk-044-03	1
q-045	chunk-044-04	1
q-045	chunk-044-05	1
q-045	chunk-044-06	1
q-045	chunk-044-07	1
q-045	chunk-044-08	1
q-045	chunk-044-09	1
q-045	chunk-044-10	1
q-045	chunk-044-11	1
q-045	chunk-044-12	1
q-045	chunk-044-13	1
q-045	chunk-044-14	1
q-045	chunk-044-15	1
q-045	chunk-044-16	1
q-045	chunk-044-17	1
q-045	chunk-044-18	1
q-045	chunk-044-19	1
q-046	chunk-045-00	1
q-046	chunk-045-01	1
q-046	chunk-045-02	1
q-046	chunk-045-03	1
q-046	chunk-045-04	1
q-046	chunk-045-05	1
q-046	chunk-045-06	1
q-046	chunk-045-07	1
q-046	chunk-045-08	1
q-046	chunk-045-09	1
q-046	chunk-045-10	1
q-046	chunk-045-11	1
q-046	chunk-045-12	1
q-046	chunk-045-13	1
q-046	chunk-045-14	1
q-046	chunk-045-15	1
q-046	chunk-045-16	1
q-046	chunk-045-17	1
q-046	chunk-045-18	1
q-046	chunk-045-19	1
q-047	chunk-046-00	1
q-047	chunk-046-01	1
q-047	chunk-046-02	1
q-047	chunk-046-03	1
q-047	chunk-046-04	1
q-047	chunk-046-05	1
q-047	chunk-046-06	1
q-047	chunk-046-07	1
q-047	chunk-046-08	1
q-047	chunk-046-09	1
q-047	chunk-046-10	1
q-047	chunk-046-11	1
q-047	chunk-046-12	1
q-047	chunk-046-13	1
q-047	chunk-046-14	1
q-047	chunk-046-15	1
q-047	chunk-046-16	1
q-047	chunk-046-17	1
q-047	chunk-046-18	1
q-047	chunk-046-19	1
q-048	chunk-047-00	1
q-048	chunk-047-01	1
q-048	chunk-047-02	1
q-048	chunk-047-03	1
q-048	chunk-047-04	1
q-048	chunk-047-05	1
q-048	chunk-047-06	1
q-048	chunk-047-07	1
q-048	chunk-047-08	1
q-048	chunk-047-09	1
q-048	chunk-047-10	1
q-048	chunk-047-11	1
q-048	chunk-047-12	1
q-048	chunk-047-13	1
q-048	chunk-047-14	1
q-048	chunk-047-15	1
q-048	chunk-047-16	1
q-048	chunk-047-17	1
q-048	chunk-047-18	1
q-048	chunk-047-19	1
q-049	chunk-048-00	1
q-049	chunk-048-01	1
q-049	chunk-048-02	1
q-049	chunk-048-03	1
q-049	chunk-048-04	1
q-049	chunk-048-05	1
q-049	chunk-048-06	1
q-049	chunk-048-07	1
q-049	chunk-048-08	1
q-049	chunk-048-09	1
q-049	chunk-048-10	1
q-049	chunk-048-11	1
q-049	chunk-048-12	1
q-049	chunk-048-13	1
q-049	chunk-048-14	1
q-049	chunk-048-15	1
q-049	chunk-048-16	1
q-049	chunk-048-17	1
q-049	chunk-048-18	1
q-049	chunk-048-19	1
q-050	chunk-049-00	1
q-050	chunk-049-01	1
q-050	chunk-049-02	1
q-050	chunk-049-03	1
q-050	chunk-049-04	1
q-050	chunk-049-05	1
q-050	chunk-049-06	1
q-050	chunk-049-07	1
q-050	chunk-049-08	1
q-050	chunk-049-09	1
q-050	chunk-049-10	1
q-050	chunk-049-11	1
q-050	chunk-049-12	1
q-050	chunk-049-13	1
q-050	chunk-049-14	1
q-050	chunk-049-15	1
q-050	chunk-049-16	1
q-050	chunk-049-17	1
q-050	chunk-049-18	1
q-050	chunk-049-19	1
q-051	chunk-050-00	1
q-051	chunk-050-01	1
q-051	chunk-050-02	1
q-051	chunk-050-03	1
q-051	chunk-050-04	1
q-051	chunk-050-05	1
q-051	chunk-050-06	1
q-051	chunk-050-07	1
q-051	chunk-050-08	1
q-051	chunk-050-09	1
q-051	chunk-050-10	1
q-051	chunk-050-11	1
q-051	chunk-050-12	1
q-051	chunk-050-13	1
q-051	chunk-050-14	1
q-051	chunk-050-15	1
q-051	chunk-050-16	1
q-051	chunk-050-17	1
q-051	chunk-050-18	1
q-051	chunk-050-19	1
q-052	chunk-051-00	1
q-052	chunk-051-01	1
q-052	chunk-051-02	1
q-052	chunk-051-03	1
q-052	chunk-051-04	1
q-052	chunk-051-05	1
q-052	chunk-051-06	1
q-052	chunk-051-07	1
q-052	chunk-051-08	1
q-052	chunk-051-09	1
q-052	chunk-051-10	1
q-052	chunk-051-11	1
q-052	chunk-051-12	1
q-052	chunk-051-13	1
q-052	chunk-051-14	1
q-052	chunk-051-15	1
q-052	chunk-051-16	1
q-052	chunk-051-17	1
q-052	chunk-051-18	1
q-052	chunk-051-19	1
q-053	chunk-052-00	1
q-053	chunk-052-04	1
q-053	chunk-052-08	1
q-053	chunk-052-12	1
q-053	chunk-052-16	1
q-053	chunk-052-20	1
